,reported_on,sighted_on,description,duration,municipality,state,country,latitude,longitude,shape,url,caption,object
45241,2013-01-16 09:43:00,2013-01-16 03:30:00,Viewing Distance Unknown,0 days 00:15:00.000000000,,,,,,,,,
45242,2013-01-16 13:42:00,2013-01-15 03:25:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:03:00.000000000,,,,,,,,,
45243,2013-01-16 18:38:00,2013-01-16 03:56:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45246,2013-01-16 21:44:00,1947-02-21 13:13:00,Viewing Distance Unknown,,,,,,,,,,
45247,2013-01-16 22:04:00,2013-01-15 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45248,2013-01-16 22:53:00,2013-01-08 08:00:00,Viewing Distance Unknown,,,,,,,,,,
45249,2013-01-17 00:05:00,2013-01-14 08:00:00,Viewing Distance Unknown,0 days 01:00:00.000000000,,,,,,,,,
45250,2013-01-17 00:24:00,2013-01-16 06:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45251,2013-01-17 01:32:00,2012-12-18 13:45:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45252,2013-01-17 02:20:00,2013-01-17 01:10:00,Viewing Distance Over One Mile,,,,,,,,,,
45253,2013-01-17 02:41:00,2013-01-11 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45254,2013-01-17 04:05:00,2013-01-17 02:50:00,Viewing Distance Unknown,0 days 03:00:00.000000000,,,,,,,,,
45255,2013-01-17 04:18:00,2013-01-14 01:40:00,Viewing Distance Unknown,,,,,,,,,,
45256,2013-01-17 04:43:00,2013-01-13 13:52:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45257,2013-01-17 08:26:00,2006-01-01 08:00:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile",,,,,,,,,,
45258,2013-01-17 08:48:00,2013-01-16 08:00:00,"Viewing Distance Over 1 Mile, Unknown",,,,,,,,,,
45259,2013-01-17 08:58:00,2013-01-17 03:30:00,Viewing Distance Over One Mile,,,,,,,,,,
45260,2013-01-17 09:11:00,2013-01-17 04:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45261,2013-01-17 09:42:00,2013-01-17 04:30:00,Viewing Distance Unknown,,,,,,,,,,
45262,2013-01-17 10:25:00,1996-04-15 07:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45263,2013-01-17 11:20:00,2011-12-23 02:01:00,Viewing Distance Over One Mile,,,,,,,,,,
45264,2013-01-17 10:09:00,2013-01-05 02:13:00,Viewing Distance Over One Mile,,,,,,,,,,
45266,2013-01-17 11:51:00,2011-12-23 02:01:00,Viewing Distance Over One Mile,,,,,,,,,,
45267,2013-01-17 12:26:00,2013-01-17 11:03:00,Viewing Distance Unknown,,,,,,,,,,
45268,2013-01-17 12:29:00,2013-01-10 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45269,2013-01-17 15:49:00,2013-01-17 03:15:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45270,2013-01-17 17:25:00,2013-01-16 01:28:00,Viewing Distance Unknown,,,,,,,,,,
45271,2013-01-17 19:38:00,2013-01-17 03:55:00,Viewing Distance Over One Mile,,,,,,,,,,
45713,2013-02-15 13:43:00,2013-02-13 08:00:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",,,,,,,,,,
45714,2013-02-15 14:26:00,2013-02-16 05:40:00,Viewing Distance Unknown,,,,,,,,,,
45715,2013-02-15 18:22:00,2013-02-14 08:00:00,Viewing Distance Unknown,,,,,,,,,,
45716,2013-02-15 19:25:00,2013-02-15 19:12:00,Viewing Distance Over One Mile,,,,,,,,,,
45717,2013-02-16 01:19:00,2013-02-15 22:50:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45718,2013-02-16 02:00:00,2012-09-08 18:55:00,"Viewing Distance Over 1 Mile, Unknown",,,,,,,,,,
45719,2013-02-16 02:29:00,2013-02-15 20:30:00,Viewing Distance Over One Mile,,,,,,,,,,
45720,2013-02-16 02:55:00,2013-02-15 04:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45721,2013-02-16 03:31:00,2013-02-15 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45722,2013-02-16 08:44:00,2013-02-16 03:50:00,Viewing Distance Over One Mile,,,,,,,,,,
45724,2013-02-16 11:47:00,2013-02-15 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45725,2013-02-16 16:30:00,2013-02-10 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45726,2013-02-17 00:52:00,2013-02-11 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45727,2013-02-17 01:09:00,2013-02-17 04:45:00,Viewing Distance Unknown,,,,,,,,,,
45729,2013-02-17 02:52:00,2013-02-16 06:02:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45730,2013-02-17 04:30:00,2012-10-18 23:08:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45731,2013-02-17 05:40:00,2012-12-14 03:30:00,"Viewing Distance 21-100 Feet, 101-500 Feet",,,,,,,,,,
45732,2013-02-17 07:25:00,2013-02-17 05:00:00,Viewing Distance Unknown,0 days 00:10:00.000000000,,,,,,,,,
45733,2013-02-17 08:32:00,2013-02-17 02:40:00,Viewing Distance Over One Mile,,,,,,,,,,
45734,2013-02-17 08:40:00,2013-02-15 11:19:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45735,2013-02-17 08:53:00,2013-02-17 08:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:03:20.000000000,,,,,,,,,
45736,2013-02-17 09:06:00,2013-02-17 04:18:00,Viewing Distance Over One Mile,,,,,,,,,,
45737,2013-02-17 09:32:00,2013-02-17 06:15:00,Viewing Distance Over One Mile,,,,,,,,,,
45738,2013-02-17 11:03:00,2013-02-17 06:08:00,Viewing Distance Unknown,,,,,,,,,,
45739,2013-02-17 11:10:00,2013-01-01 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45740,2013-02-17 11:35:00,2013-02-17 09:38:00,Viewing Distance N/A,,,,,,,,,,
45741,2013-02-17 13:20:00,1980-07-15 04:34:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45743,2013-02-17 18:31:00,2001-11-17 05:35:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45744,2013-02-17 18:55:00,2013-02-17 05:30:00,Viewing Distance Unknown,,,,,,,,,,
45745,2013-02-17 21:13:00,2013-02-16 06:45:00,Viewing Distance Unknown,,,,,,,,,,
45746,2013-02-17 21:43:00,2013-02-10 02:05:00,Viewing Distance Unknown,,,,,,,,,,
45747,2013-02-17 22:52:00,2013-02-16 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45748,2013-02-17 23:10:00,2013-02-17 19:15:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45749,2013-02-18 00:09:00,2012-08-22 07:00:00,Viewing Distance 20 Feet or Less,0 days 00:03:00.000000000,,,,,,,,,
45750,2013-02-18 01:43:00,2013-02-17 03:45:00,Viewing Distance Unknown,,,,,,,,,,
45751,2013-02-18 02:54:00,2013-02-18 01:20:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45752,2013-02-18 04:29:00,2013-02-17 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45753,2013-02-18 04:51:00,2013-01-27 07:35:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45754,2013-02-18 05:21:00,2012-08-22 06:10:00,Viewing Distance Unknown,0 days 00:03:00.000000000,,,,,,,,,
45755,2013-02-18 05:32:00,2013-02-17 08:00:00,Viewing Distance Unknown,,,,,,,,,,
45756,2013-02-18 05:58:00,2013-02-18 01:55:00,Viewing Distance Over One Mile,,,,,,,,,,
45757,2013-02-18 06:14:00,1996-11-11 04:30:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45758,2013-02-18 06:27:00,2012-05-15 15:15:00,Viewing Distance Unknown,0 days 00:15:00.000000000,,,,,,,,,
45759,2013-02-18 07:32:00,1996-01-01 08:00:00,Viewing Distance 20 Feet or Less,0 days 01:00:00.000000000,,,,,,,,,
45760,2013-02-18 08:22:00,2013-02-17 10:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:00.000000000,,,,,,,,,
45761,2013-02-18 08:43:00,2013-02-18 04:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45762,2013-02-18 09:44:00,2013-02-18 04:57:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45763,2013-02-18 09:46:00,2013-01-14 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45764,2013-02-18 10:08:00,2013-02-18 02:00:00,"Viewing Distance 21-100 Feet, 101-500 Feet",0 days 00:25:00.000000000,,,,,,,,,
45765,2013-02-18 10:41:00,2013-02-16 08:00:00,Viewing Distance Unknown,,,,,,,,,,
45766,2013-02-18 15:13:00,2013-02-18 19:15:00,Viewing Distance 101-500 Feet,0 days 00:04:00.000000000,,,,,,,,,
45767,2013-02-18 17:05:00,2011-11-23 08:00:00,Viewing Distance Over One Mile,0 days 00:05:01.000000000,,,,,,,,,
45768,2013-02-18 20:03:00,2013-02-17 10:00:00,Viewing Distance Unknown,,,,,,,,,,
45769,2013-02-18 22:36:00,2013-02-18 06:50:00,Viewing Distance Unknown,0 days 00:02:00.000000000,,,,,,,,,
45770,2013-02-18 23:58:00,2012-10-16 02:00:00,Viewing Distance Unknown,0 days 00:20:00.000000000,,,,,,,,,
45771,2013-02-19 00:14:00,2013-02-19 02:15:00,Viewing Distance Over One Mile,0 days 00:04:00.000000000,,,,,,,,,
45772,2013-02-19 01:03:00,1994-12-14 08:00:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45773,2013-02-19 01:55:00,2013-01-30 23:42:00,Viewing Distance Over One Mile,,,,,,,,,,
45774,2013-02-19 02:10:00,2013-02-19 05:10:00,Viewing Distance Unknown,,,,,,,,,,
45775,2013-02-19 03:02:00,2013-02-19 00:30:00,Viewing Distance Over One Mile,,,,,,,,,,
45776,2013-02-19 04:18:00,2011-10-07 20:36:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45777,2013-02-19 04:48:00,2013-02-19 02:58:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45778,2013-02-19 05:08:00,2013-01-01 05:30:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45779,2013-02-19 05:54:00,2013-02-17 08:00:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45780,2013-02-19 06:58:00,1998-08-10 05:44:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45781,2013-02-19 07:00:00,2013-02-18 23:02:00,Viewing Distance Over One Mile,,,,,,,,,,
45782,2013-02-19 07:18:00,2013-02-19 00:51:00,"Viewing Distance Over 1 Mile, Unknown",,,,,,,,,,
45783,2013-02-19 08:31:00,2013-02-18 04:25:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45784,2013-02-19 08:34:00,2013-02-18 17:30:00,Viewing Distance Unknown,,,,,,,,,,
45785,2013-02-19 08:44:00,1925-01-12 13:13:00,Viewing Distance Unknown,0 days 11:09:28.000000000,,,,,,,,,
45786,2013-02-19 10:06:00,2013-02-19 09:03:00,Viewing Distance Over One Mile,,,,,,,,,,
45787,2013-02-19 15:10:00,2013-02-19 02:20:00,Viewing Distance Unknown,0 days 00:02:20.000000000,,,,,,,,,
45788,2013-02-19 18:51:00,2013-02-18 05:08:00,Viewing Distance Unknown,,,,,,,,,,
45789,2013-02-19 18:57:00,2013-02-17 06:40:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:30.000000000,,,,,,,,,
45791,2013-02-19 21:52:00,1963-06-15 07:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45792,2013-02-19 22:20:00,2013-02-19 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45793,2013-02-20 01:22:00,2012-12-15 08:00:00,"Viewing Distance 20 Feet or Less, 21-100 Feet, 101-500 Feet, 501 Feet - 1 Mile, Over 1 Mile, Unknown",,,,,,,,,,
45794,2013-02-20 03:11:00,2002-09-15 07:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45795,2013-02-20 05:07:00,2013-02-20 03:35:00,Viewing Distance Over One Mile,,,,,,,,,,
45796,2013-02-20 06:31:00,2013-02-08 13:45:00,Viewing Distance Over One Mile,,,,,,,,,,
45797,2013-02-20 07:25:00,2012-12-10 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45798,2013-02-20 09:07:00,2013-02-18 17:15:00,"Viewing Distance 20 Feet or Less, 21-100 Feet",0 days 09:17:13.000000000,,,,,,,,,
45799,2013-02-20 10:19:00,2013-02-19 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45800,2013-02-20 15:47:00,2013-02-21 04:10:00,Viewing Distance Unknown,,,,,,,,,,
45896,2013-02-25 20:26:00,1978-08-15 07:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45897,2013-02-26 00:28:00,2012-05-07 08:50:00,Viewing Distance Over One Mile,,,,,,,,,,
45898,2013-02-26 00:32:00,2013-02-25 04:30:00,Viewing Distance Unknown,,,,,,,,,,
45899,2013-02-26 01:01:00,2012-12-21 07:30:00,Viewing Distance Over One Mile,,,,,,,,,,
45900,2013-02-26 01:49:00,2013-02-26 01:30:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",,,,,,,,,,
45901,2013-02-26 03:50:00,2013-02-25 18:03:00,Viewing Distance Unknown,,,,,,,,,,
45902,2013-02-26 04:05:00,2012-12-25 08:00:00,"Viewing Distance Over 1 Mile, Unknown",,,,,,,,,,
45903,2013-02-26 04:12:00,2013-02-26 02:25:00,Viewing Distance Unknown,,,,,,,,,,
45904,2013-02-26 05:17:00,2011-06-01 07:00:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile, Unknown",,,,,,,,,,
45905,2013-02-26 07:29:00,1967-07-18 07:00:00,Viewing Distance Unknown,,,,,,,,,,
45906,2013-02-26 07:54:00,2013-02-24 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45907,2013-02-26 08:07:00,1968-05-10 07:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45908,2013-02-26 09:25:00,2013-02-25 06:10:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45909,2013-02-26 09:28:00,2013-02-26 08:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:05.000000000,,,,,,,,,
45910,2013-02-26 10:16:00,2013-02-15 03:00:00,Viewing Distance 20 Feet or Less,0 days 02:00:00.000000000,,,,,,,,,
45911,2013-02-26 10:25:00,2013-02-24 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45912,2013-02-26 11:15:00,2013-01-16 01:27:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45913,2013-02-26 11:32:00,2013-02-15 03:00:00,Viewing Distance 20 Feet or Less,0 days 02:00:00.000000000,,,,,,,,,
45914,2013-02-26 11:36:00,2012-09-21 18:54:00,Viewing Distance Unknown,,,,,,,,,,
45915,2013-02-26 14:16:00,2013-02-26 13:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45916,2013-02-26 14:57:00,1997-08-01 09:00:00,Viewing Distance 21-100 Feet,0 days 00:10:00.000000000,,,,,,,,,
45917,2013-02-26 16:00:00,2013-02-25 22:55:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:00.000000000,,,,,,,,,
45918,2013-02-26 17:11:00,2010-01-06 00:02:00,Viewing Distance N/A,,,,,,,,,,
45919,2013-02-26 17:12:00,2013-02-17 10:30:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45920,2013-02-26 19:51:00,2013-02-24 00:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:03:00.000000000,,,,,,,,,
45921,2013-02-26 21:59:00,2012-12-24 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45923,2013-02-26 23:07:00,2013-02-26 01:30:00,Viewing Distance Unknown,,,,,,,,,,
45924,2013-02-27 00:11:00,2013-02-24 07:45:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45925,2013-02-27 01:10:00,2013-02-27 03:40:00,Viewing Distance Over One Mile,,,,,,,,,,
45926,2013-02-27 01:13:00,2013-02-19 14:20:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",,,,,,,,,,
45928,2013-02-27 05:27:00,2013-02-15 03:00:00,Viewing Distance 20 Feet or Less,0 days 02:00:00.000000000,,,,,,,,,
45929,2013-02-27 05:29:00,2013-02-15 03:00:00,Viewing Distance 20 Feet or Less,0 days 02:00:00.000000000,,,,,,,,,
45930,2013-02-27 05:48:00,2013-02-15 03:00:00,Viewing Distance 20 Feet or Less,0 days 02:00:00.000000000,,,,,,,,,
45931,2013-02-27 07:15:00,2012-09-10 18:12:00,Viewing Distance Unknown,,,,,,,,,,
45932,2013-02-27 08:41:00,2013-02-25 03:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45933,2013-02-27 09:31:00,2012-09-12 21:15:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45934,2013-02-27 10:59:00,2013-02-27 07:15:00,Viewing Distance Over One Mile,,,,,,,,,,
45935,2013-02-27 11:10:00,1968-07-20 07:00:00,Viewing Distance Unknown,,,,,,,,,,
45937,2013-02-27 19:09:00,2012-12-12 21:23:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45938,2013-02-27 20:49:00,2012-05-10 07:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45939,2013-02-27 22:26:00,1995-06-05 07:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45940,2013-02-27 22:50:00,2007-06-18 08:30:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45941,2013-02-27 23:25:00,2013-02-27 12:30:00,Viewing Distance Over One Mile,0 days 00:00:30.000000000,,,,,,,,,
45942,2013-02-27 23:54:00,2013-02-26 08:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45943,2013-02-28 00:12:00,2013-02-27 04:15:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45944,2013-02-28 00:32:00,2012-12-02 22:00:00,Viewing Distance 21-100 Feet,0 days 00:00:03.000000000,,,,,,,,,
45945,2013-02-28 02:29:00,2012-02-27 11:10:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45946,2013-02-28 03:52:00,2013-02-17 08:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45947,2013-02-28 05:22:00,2013-02-28 04:30:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 00:00:04.000000000,,,,,,,,,
45948,2013-02-28 05:59:00,2013-02-28 03:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45949,2013-02-28 08:36:00,2008-06-25 08:15:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45950,2013-02-28 09:07:00,1968-06-20 07:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45951,2013-02-28 09:24:00,2013-02-28 04:10:00,Viewing Distance 21-100 Feet,,,,,,,,,,
45952,2013-02-28 09:29:00,2013-02-28 05:40:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45953,2013-02-28 10:24:00,2010-06-26 06:55:00,Viewing Distance 21-100 Feet,0 days 00:00:10.000000000,,,,,,,,,
45954,2013-02-28 12:22:00,2013-02-25 05:15:00,Viewing Distance Unknown,,,,,,,,,,
45955,2013-02-28 12:50:00,2013-02-28 10:12:00,Viewing Distance Over One Mile,0 days 00:00:10.000000000,,,,,,,,,
45956,2013-02-28 15:12:00,2013-02-26 02:10:00,"Viewing Distance Over 1 Mile, Unknown",,,,,,,,,,
45957,2013-02-28 17:58:00,2013-02-21 08:00:00,Viewing Distance 101-500 Feet,0 days 00:01:00.000000000,,,,,,,,,
45958,2013-02-28 18:53:00,2013-02-22 21:20:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
45959,2013-02-28 19:56:00,2013-02-23 09:22:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45960,2013-02-28 22:05:00,2013-02-28 07:01:00,Viewing Distance Over One Mile,,,,,,,,,,
45961,2013-02-28 22:32:00,2013-02-27 22:00:00,Viewing Distance Unknown,,,,,,,,,,
45962,2013-02-28 22:38:00,2013-03-01 01:05:00,Viewing Distance 101-500 Feet,0 days 06:45:09.000000000,,,,,,,,,
45963,2013-02-28 23:43:00,2010-04-11 01:15:00,Viewing Distance N/A,,,,,,,,,,
45964,2013-03-01 00:02:00,1998-06-08 04:01:00,Viewing Distance Unknown,0 days 00:10:00.000000000,,,,,,,,,
45965,2013-03-01 00:18:00,2009-09-05 15:00:00,Viewing Distance Over One Mile,,,,,,,,,,
45966,2013-03-01 00:32:00,2012-11-20 03:30:00,Viewing Distance Unknown,,,,,,,,,,
45967,2013-03-01 00:36:00,1990-02-20 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45968,2013-03-01 01:03:00,1987-07-15 04:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45969,2013-03-01 01:14:00,2008-08-17 04:20:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45970,2013-03-01 01:16:00,2012-12-24 01:17:00,Viewing Distance Unknown,,,,,,,,,,
45971,2013-03-01 03:24:00,2013-03-01 02:50:00,Viewing Distance Unknown,0 days 00:10:00.000000000,,,,,,,,,
45972,2013-03-01 05:39:00,2013-03-01 03:50:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:04:50.000000000,,,,,,,,,
45982,2013-03-02 01:54:00,2010-11-01 07:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45983,2013-03-02 06:12:00,2013-03-02 03:50:00,"Viewing Distance 101-500 Feet, N/A",,,,,,,,,,
45984,2013-03-02 07:11:00,2013-03-02 06:30:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45985,2013-03-02 07:38:00,2013-02-01 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45986,2013-03-02 08:41:00,2013-03-01 20:25:00,Viewing Distance Over One Mile,,,,,,,,,,
45987,2013-03-02 08:58:00,2013-03-02 07:45:00,Viewing Distance Over One Mile,,,,,,,,,,
45988,2013-03-02 10:59:00,2013-03-02 07:17:00,Viewing Distance Over One Mile,0 days 00:02:00.000000000,,,,,,,,,
45989,2013-03-02 12:46:00,2013-03-02 06:10:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45990,2013-03-02 13:12:00,2013-03-01 04:27:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45991,2013-03-02 14:59:00,2013-02-28 14:30:00,Viewing Distance Unknown,,,,,,,,,,
45992,2013-03-02 18:44:00,2013-03-02 05:15:00,Viewing Distance Unknown,,,,,,,,,,
45993,2013-03-02 22:05:00,2013-02-08 00:00:00,Viewing Distance Unknown,,,,,,,,,,
45994,2013-03-02 22:11:00,2013-03-01 03:15:00,Viewing Distance 101-500 Feet,,,,,,,,,,
45995,2013-03-02 23:38:00,2013-03-01 03:30:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile",,,,,,,,,,
45996,2013-03-03 02:01:00,2013-03-02 22:40:00,Viewing Distance Unknown,,,,,,,,,,
45997,2013-03-03 03:04:00,1964-04-19 01:45:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
45998,2013-03-03 04:42:00,2013-03-03 00:45:00,Viewing Distance Unknown,,,,,,,,,,
45999,2013-03-03 08:32:00,2013-03-03 01:30:00,Viewing Distance Over One Mile,,,,,,,,,,
46000,2013-03-03 10:07:00,2013-03-02 07:30:00,Viewing Distance Over One Mile,0 days 00:00:15.000000000,,,,,,,,,
46001,2013-03-03 11:45:00,2013-03-04 01:45:00,Viewing Distance Unknown,0 days 00:15:00.000000000,,,,,,,,,
46002,2013-03-03 16:01:00,2013-03-02 06:43:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",,,,,,,,,,
46003,2013-03-03 18:26:00,2013-03-02 03:30:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46004,2013-03-03 21:16:00,2013-03-03 04:24:00,Viewing Distance 101-500 Feet,0 days 00:02:00.000000000,,,,,,,,,
46005,2013-03-03 22:13:00,2013-03-03 03:30:00,Viewing Distance Unknown,,,,,,,,,,
46006,2013-03-04 00:31:00,2013-03-03 05:26:00,Viewing Distance Unknown,,,,,,,,,,
46007,2013-03-04 05:07:00,2012-11-19 08:00:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46008,2013-03-04 05:08:00,2012-05-05 07:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
46009,2013-03-04 05:34:00,2011-06-15 07:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
46010,2013-03-04 06:13:00,2012-08-19 07:00:00,Viewing Distance Unknown,,,,,,,,,,
46011,2013-03-04 06:16:00,2009-10-14 07:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
46012,2013-03-04 06:37:00,1983-10-19 11:22:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46013,2013-03-04 07:19:00,2013-03-04 02:46:00,Viewing Distance Unknown,0 days 00:00:21.000000000,,,,,,,,,
46014,2013-03-04 07:27:00,2013-03-04 02:15:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
46015,2013-03-04 07:33:00,2005-12-12 08:00:00,Viewing Distance Unknown,,,,,,,,,,
46016,2013-03-04 10:29:00,2012-07-11 05:05:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46017,2013-03-04 11:06:00,2013-02-19 08:00:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
46018,2013-03-04 16:05:00,2013-03-04 07:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 03:00:00.000000000,,,,,,,,,
46019,2013-03-04 16:54:00,2007-01-06 01:35:00,Viewing Distance 20 Feet or Less,,,,,,,,,,
46023,2013-03-04 19:04:00,2012-04-14 07:00:00,Viewing Distance Unknown,,,,,,,,,,
46024,2013-03-04 22:44:00,2013-03-01 03:49:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:05.000000000,,,,,,,,,
46025,2013-03-05 00:35:00,2012-09-09 07:00:00,Viewing Distance Unknown,,,,,,,,,,
46026,2013-03-05 01:09:00,1977-06-01 07:00:00,Viewing Distance 21-100 Feet,,,,,,,,,,
46027,2013-03-05 02:12:00,1966-08-15 07:00:00,Viewing Distance 21-100 Feet,,,,,,,,,,
46028,2013-03-05 03:12:00,2013-03-04 00:15:00,Viewing Distance Over One Mile,,,,,,,,,,
46029,2013-03-05 04:11:00,2012-08-05 05:40:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46030,2013-03-05 05:06:00,2013-03-05 04:10:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46031,2013-03-05 05:59:00,2013-03-05 01:30:00,Viewing Distance Over One Mile,,,,,,,,,,
46032,2013-03-05 06:10:00,2013-03-05 05:50:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000,,,,,,,,,
46033,2013-03-05 07:48:00,2013-03-05 05:19:00,Viewing Distance Unknown,,,,,,,,,,
46034,2013-03-05 08:15:00,2013-03-05 05:45:00,Viewing Distance Over One Mile,,,,,,,,,,
46035,2013-03-05 11:08:00,2013-02-23 08:00:00,Viewing Distance Unknown,,,,,,,,,,
46036,2013-03-05 13:01:00,2009-12-13 01:12:00,Viewing Distance 101-500 Feet,,,,,,,,,,
46037,2013-03-05 17:45:00,2013-03-04 08:00:00,Viewing Distance 501 Feet - 1 Mile,,,,,,,,,,
46038,2013-03-05 19:05:00,2008-01-09 04:56:00,Viewing Distance Unknown,,,,,,,,,,
